Florida,Nonmetropolitan,Dixie,66,1,5,,3,57,288,129,142,17,1
Florida,Nonmetropolitan,Franklin,21,2,4,,1,14,85,38,42,5,0
Florida,Nonmetropolitan,Glades,35,1,1,,1,32,197,74,106,17,0
Florida,Nonmetropolitan,Hamilton,38,4,3,,6,25,217,82,126,9,3
Florida,Nonmetropolitan,Hardee,47,0,8,,3,36,276,88,168,20,0
Florida,Nonmetropolitan,Hendry,235,2,19,,28,186,865,413,415,37,2
Florida,Nonmetropolitan,Holmes,42,2,1,,1,38,182,77,89,16,0
Florida,Nonmetropolitan,Jackson,110,1,15,,7,87,641,152,459,30,5
Florida,Nonmetropolitan,Lafayette,22,0,2,,0,20,58,24,32,2,0
Florida,Nonmetropolitan,Levy,363,3,13,,4,343,452,147,270,35,0
Florida,Nonmetropolitan,Madison,144,0,3,,3,138,244,107,136,1,1
Florida,Nonmetropolitan,Monroe,204,2,17,,10,175,1270,234,1008,28,3
Florida,Nonmetropolitan,Okeechobee,145,0,7,,11,127,908,202,665,41,0
Florida,Nonmetropolitan,Putnam,333,6,21,,16,290,1368,427,878,63,5
Florida,Nonmetropolitan,Suwannee,92,1,4,,6,81,354,90,246,18,0
Florida,Nonmetropolitan,Taylor,169,2,5,,3,159,225,81,130,14,2
Florida,Nonmetropolitan,Union,22,0,1,,1,20,74,30,38,6,1
Florida,Nonmetropolitan,Washington,32,0,3,,1,28,200,73,105,22,0
Georgia,Metropolitan,Bartow,320,3,,21,31,265,2566,527,1757,282,0
Georgia,Metropolitan,Brantley,29,0,,4,1,24,432,95,325,12,0
Georgia,Metropolitan,Brooks,16,1,,2,3,10,176,58,102,16,0
Georgia,Metropolitan,Bryan,65,0,,2,5,58,337,74,247,16,0
Georgia,Metropolitan,Burke,81,1,,0,0,80,474,124,329,21,0
Georgia,Metropolitan,Butts,63,0,,4,4,55,338,77,236,25,0
Georgia,Metropolitan,Carroll,129,0,,13,13,103,1521,559,840,122,5
Georgia,Metropolitan,Catoosa,99,2,,11,9,77,964,160,663,141,5
Georgia,Metropolitan,Chattahoochee,1,0,,0,1,0,3,0,2,1,1
Georgia,Metropolitan,Cherokee,114,2,,23,17,72,1756,322,1337,97,
Georgia,Metropolitan,Clarke,0,0,,0,0,0,0,0,0,0,
Georgia,Metropolitan,Clayton,3,0,,0,0,3,10,0,7,3,0
Georgia,Metropolitan,Clayton County Police Department,1202,18,,88,550,546,8275,2513,4604,1158,7
Georgia,Metropolitan,Cobb,113,0,,1,4,108,34,5,29,0,0
Georgia,Metropolitan,Cobb County Police Department,1208,17,,107,445,639,11982,2410,8702,870,37
Georgia,Metropolitan,Columbia,65,2,,11,8,44,1933,243,1614,76,5
Georgia,Metropolitan,Coweta,81,0,,10,18,53,1273,301,891,81,3
Georgia,Metropolitan,Crawford,14,0,,3,2,9,249,61,171,17,1
Georgia,Metropolitan,Dawson,29,2,,7,6,14,489,81,370,38,1
Georgia,Metropolitan,DeKalb,0,0,,0,0,0,0,0,0,0,
Georgia,Metropolitan,DeKalb County Police Department,3583,70,,143,1820,1550,24255,6823,13719,3713,129
Georgia,Metropolitan,Dougherty,1,0,,0,0,1,85,3,81,1,0
Georgia,Metropolitan,Dougherty County Police Department,27,0,,2,7,18,306,103,185,18,1
Georgia,Metropolitan,Douglas,162,8,,8,54,92,2047,388,1485,174,6
Georgia,Metropolitan,Echols,6,0,,0,0,6,27,7,19,1,0
Georgia,Metropolitan,Effingham,28,0,,6,8,14,477,246,184,47,3
Georgia,Metropolitan,Fayette,44,1,,3,8,32,439,117,290,32,0
Georgia,Metropolitan,Floyd,31,2,,2,10,17,43,8,32,3,
Georgia,Metropolitan,Floyd County Police Department,94,5,,17,14,58,1235,342,796,97,11
Georgia,Metropolitan,Forsyth,134,0,,28,8,98,1446,265,1116,65,
Georgia,Metropolitan,Fulton,3,0,,0,0,3,3,0,3,0,0
Georgia,Metropolitan,Fulton County Police Department,988,14,,36,420,518,5828,1226,3724,878,
Georgia,Metropolitan,Glynn County Police Department,177,0,,16,42,119,2002,457,1423,122,1
Georgia,Metropolitan,Gwinnett County Police Department,1578,22,,113,714,729,13906,2915,9681,1310,39
Georgia,Metropolitan,Hall,188,2,,21,23,142,1766,488,1102,176,17
Georgia,Metropolitan,Haralson,112,2,,2,5,103,419,146,248,25,
Georgia,Metropolitan,Harris,31,0,,5,1,25,306,94,197,15,
Georgia,Metropolitan,Heard,18,1,,1,0,16,121,28,79,14,0
Georgia,Metropolitan,Henry,2,0,,0,2,0,112,4,108,0,
Georgia,Metropolitan,Henry County Police Department,367,6,,40,136,185,4428,1069,2969,390,8
Georgia,Metropolitan,Houston,72,2,,2,14,54,1036,182,799,55,0
Georgia,Metropolitan,Jasper,47,0,,1,1,45,192,54,131,7,0
Georgia,Metropolitan,Jones,19,0,,3,2,14,447,110,300,37,2
Georgia,Metropolitan,Lamar,14,1,,0,1,12,127,29,88,10,1
